country,long,lat
North Macedonia,21.6974757513494,41.5996826646442
Norway,8.8048207389507,61.2483331493152
Oceania,-48.3907500000000,-27.4382410000000
Oman,57.0864239443949,21.3836372099704
Pakistan,67.6952367278874,28.1863846711864
Palestine,35.2000000000000,31.8833300000000
Panama,-80.2681751731831,8.7047348240053
Papua New Guinea,145.2417493814640,-6.4783775316607
Paraguay,-58.3910238917002,-23.2362106546750
Peru,-75.3111319559783,-10.1510925136244
Philippines,122.7613000000000,11.5363000000000
Poland,19.3006363055600,52.1246099075455
Portugal,-8.5627305963896,39.6009946583093
Qatar,51.1912009969872,25.3150785008825
Romania,24.9692584752492,45.8436147575587
Russia,96.6697054604756,61.9945734073292
Rwanda,29.9176516614290,-1.8655057582749
Saint Kitts and Nevis,-62.7535176302248,17.3261893181251
Saint Lucia,-60.9687124495575,13.8978692978830
Saint Pierre and Miquelon,-56.3222402999999,46.8964295999999
Saint Vincent and the Grenadines,-61.1937651880492,13.2548078283631
San Marino,12.4609765471166,43.9429432390468
Sao Tome and Principe,6.7365877926324,0.4569839188264
Saudi Arabia,44.6524260000000,23.3847840000000
Senegal,-14.8208799701359,15.2214469730201
Serbia,20.7952998132557,44.2267366369366
Seychelles,52.2298735071562,-6.3543835890407
Sierra Leone,-11.7919215799479,8.5602844366464
Singapore,103.8080525863320,1.3516161224392
Slovakia,19.4916510938648,48.7075308687827
Slovenia,14.6940763981247,46.1694584888026
Somalia,47.3258529830799,5.7863962521507
South Africa,23.9137106762068,-28.3782721906973
South Korea,128.1689443423170,36.5362364654109
South Sudan,30.0548899999997,7.2653860999999
Spain,-4.0556850152549,41.2948556295683
Sri Lanka,80.7047272491285,7.6080852189543
Sudan,30.0499481370550,13.8315391389030
Suriname,-55.9118262275729,3.6929665083085
Sweden,17.6754094331351,64.9648751621697
Switzerland,8.2343919138785,46.8024955829499
Syria,38.5055918969700,35.0130478400731
Taiwan,120.9302293785410,23.7779779950014
Tajikistan,71.0420037711059,38.8385084835418
Tanzania,34.8234540265851,-6.2703533802045
Thailand,101.0174377163850,15.1273334648680
Timor,125.7733868734800,-8.8499075849056
Togo,1.0425529138907,8.7662209216632
Trinidad and Tobago,-61.2531757283896,10.4686430117018
Tunisia,9.5611683555713,34.1107038598115
Turkey,35.1795933806353,39.0604813685019
Turks and Caicos Islands,-71.6201782999998,21.7214683000000
Uganda,32.3862178703861,1.2799635313246
Ukraine,31.3202829593814,49.3227937844972
United Arab Emirates,54.2561723713588,23.8520599823879
United Kingdom,-2.3696695703628,54.2379333607472
United States,-97.9222112121185,39.3812661305678
Uruguay,-56.0123962386580,-32.7996455126793
Uzbekistan,63.1693719929140,41.7504367984144
Vatican,12.4528180000000,41.9038780000000
Venezuela,-65.8019974447490,7.6195701478896
Vietnam,108.3395374758990,14.3154241771087
Yemen,47.6219307491681,15.9378350127516
Zambia,27.4306751716734,-14.0049082837326
Zimbabwe,29.9386693711454,-19.1894587635565
